АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
347;2222700;2222700;1;ПАО "Ростелеком";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;7707049388
347;2222701;2223449;749;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2223450;2223450;1;ПАО "Ростелеком";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;7707049388
347;2223451;2223812;362;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2223813;2223813;1;ПАО "Ростелеком";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;7707049388
347;2223814;2231829;8016;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2231830;2231830;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2231831;2231873;43;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2231874;2231874;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2231875;2231878;4;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2231879;2231879;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2231880;2239999;8120;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2240000;2240299;300;ООО "ОРАНЖ БИЗНЕС СЕРВИСЕЗ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7710456087
347;2240300;2240799;500;ООО "АЛЬФАКОМ";г.о. Уфа;г.о. город Уфа|Республика Башкортостан;0264062144
347;2242000;2242999;1000;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2243000;2245999;3000;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2246000;2246013;14;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246014;2246014;1;ООО "ИТ КОД";г.о. Уфа;г.о. город Уфа|Республика Башкортостан;0274946520
347;2246015;2246041;27;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246043;2246103;61;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246105;2246106;2;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246108;2246108;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246110;2246120;11;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246122;2246123;2;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246128;2246128;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246130;2246131;2;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246140;2246141;2;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246150;2246151;2;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246161;2246161;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246166;2246166;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246174;2246174;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246177;2246177;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246188;2246188;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246199;2246200;2;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246202;2246202;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246206;2246206;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246211;2246211;1;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
347;2246220;2246229;10;ООО "СВЯЗЬНЕФТЬ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;0253015262
