АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
346;7660096;7660221;126;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7660222;7660222;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7660223;7660427;205;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7660428;7660429;2;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7660430;7661018;589;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7661019;7661019;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7661020;7661025;6;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7661026;7661027;2;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7661028;7661119;92;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7661120;7661120;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7661121;7664006;2886;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7664007;7664007;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7664008;7664505;498;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7664506;7664506;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7664507;7664549;43;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7664550;7664550;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7664551;7664596;46;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7664597;7664597;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7664598;7669763;5166;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7669764;7669764;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7669765;7669999;235;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7670000;7671199;1200;ПАО "МегаФон";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7812014560
346;7671200;7671399;200;ПАО "МегаФон";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7812014560
346;7690000;7690999;1000;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7691000;7694999;4000;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7695000;7695908;909;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7695909;7695910;2;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7695911;7696609;699;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7696610;7696610;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7696611;7696999;389;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7697000;7697000;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7697001;7697999;999;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7698000;7698000;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7698001;7698776;776;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7698777;7698777;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7698778;7698999;222;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7699000;7699000;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7699001;7699998;998;ООО "Т2 МОБАЙЛ";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г.о. Урай|Ханты-Мансийский автономный округ - Югра;7743895280
346;7699999;7699999;1;ПАО "Ростелеком";г. Урай|Ханты-Мансийский Автономный округ - Югра АО;г. Урай|г.о. Урай|Ханты-Мансийский автономный округ - Югра;7707049388
346;7720000;7723649;3650;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7725000;7725999;1000;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7730000;7735999;6000;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7736000;7736999;1000;ООО "Т2 МОБАЙЛ";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7737000;7739999;3000;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7741000;7742999;2000;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7751000;7751299;300;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7752000;7752199;200;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7753000;7753199;200;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7754000;7754199;200;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7754200;7754299;100;ПАО "РОСТЕЛЕКОМ";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7754300;7754789;490;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7755090;7755099;10;ООО "Т2 МОБАЙЛ";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7755100;7755519;420;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7756300;7756499;200;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7757400;7757619;220;ПАО "Ростелеком";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7770000;7772499;2500;ПАО "МегаФон";р-н Кондинский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Кондинский|Ханты-Мансийский автономный округ - Югра;7812014560
346;7820000;7825999;6000;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7828000;7828549;550;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7829000;7829999;1000;ООО "Т2 МОБАЙЛ";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7832000;7834255;2256;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7834300;7834999;700;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7838000;7838999;1000;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7849000;7849999;1000;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7850100;7851999;1900;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7861400;7861999;600;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7862500;7862599;100;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7868300;7868599;300;ПАО "Ростелеком";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7707049388
346;7870000;7871399;1400;ПАО "МегаФон";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7812014560
346;7871400;7872399;1000;ПАО "МегаФон";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7812014560
346;7872400;7872499;100;ПАО "МегаФон";р-н Октябрьский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Октябрьский|Ханты-Мансийский автономный округ - Югра;7812014560
346;7900000;7903387;3388;ООО "Т2 МОБАЙЛ";р-н Ханты-Мансийский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Ханты-Мансийский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7903388;7903388;1;ООО "Т2 МОБАЙЛ";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7743895280
346;7903389;7903398;10;ООО "Т2 МОБАЙЛ";р-н Ханты-Мансийский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Ханты-Мансийский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7903399;7903399;1;ООО "Т2 МОБАЙЛ";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7743895280
346;7903400;7915999;12600;ООО "Т2 МОБАЙЛ";р-н Ханты-Мансийский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Ханты-Мансийский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7916000;7916999;1000;ПАО "Ростелеком";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7707049388
346;7917000;7920564;3565;ООО "Т2 МОБАЙЛ";р-н Ханты-Мансийский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Ханты-Мансийский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7920565;7920565;1;ООО "Т2 МОБАЙЛ";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7743895280
346;7920566;7920584;19;ООО "Т2 МОБАЙЛ";р-н Ханты-Мансийский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Ханты-Мансийский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7920585;7920585;1;ООО "Т2 МОБАЙЛ";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7743895280
346;7920586;7924999;4414;ООО "Т2 МОБАЙЛ";р-н Ханты-Мансийский|Ханты-Мансийский Автономный округ - Югра АО;м.р-н Ханты-Мансийский|Ханты-Мансийский автономный округ - Югра;7743895280
346;7925000;7931499;6500;ПАО "Ростелеком";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7707049388
346;7931500;7934499;3000;ПАО "Вымпел-Коммуникации";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7713076301
346;7939000;7939999;1000;ПАО "МегаФон";г. Ханты-Мансийск;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7812014560
346;7958000;7958999;1000;ПАО "Ростелеком";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7707049388
346;7959000;7959199;200;ООО "ИНТЕРНОД";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7733808377
346;7959200;7959299;100;ПАО "РОСТЕЛЕКОМ";г. Ханты-Мансийск;г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7707049388
346;7960000;7962999;3000;ПАО "Ростелеком";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7707049388
346;7997900;7999899;2000;ПАО "Мобильные ТелеСистемы";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7740000076
346;7999900;7999999;100;ПАО "Ростелеком";г. Ханты-Мансийск|Ханты-Мансийский Автономный округ - Югра АО;г. Ханты-Мансийск|г.о. Ханты-Мансийск|Ханты-Мансийский автономный округ - Югра;7707049388
347;2000000;2000101;102;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000110;2000111;2;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000123;2000123;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000200;2000200;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000202;2000202;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000210;2000210;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000220;2000220;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000222;2000222;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000234;2000234;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000300;2000300;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2000301;2000950;650;ООО "Манго Телеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2000951;2000999;49;ООО "МОБИЛОН ТЕЛЕКОММУНИКАЦИИ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;2460242115
347;2001000;2005999;5000;АО "ЭР-ТЕЛЕКОМ ХОЛДИНГ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;5902202276
347;2006000;2006499;500;ПАО "Мобильные ТелеСистемы";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7740000076
347;2006500;2006500;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2006543;2006543;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2006555;2006555;1;ООО "ПИН";-;г.о. город Уфа|Республика Башкортостан;7816417296
347;2006600;2006799;200;ООО "Манго Телеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2006800;2006899;100;ООО "СПЕЙСТЕЛ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7735140543
347;2007000;2007999;1000;ООО "МАНГО ТЕЛЕКОМ";г.о. Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2008000;2016999;9000;ООО "Манго Телеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2017000;2017999;1000;АО "МТТ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7705017253
347;2018000;2019999;2000;ООО "Манго Телеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2100000;2100999;1000;ООО "ИНТЕРНОД";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7733808377
347;2101000;2105999;5000;ООО "БАШКИРЭНЕРГО";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;0277071467
347;2106000;2106999;1000;ООО "МиАТел";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7841482919
347;2107000;2109999;3000;ООО "МАНГО ТЕЛЕКОМ";г.о. Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2110000;2110999;1000;ООО "МОБИЛОН ТЕЛЕКОММУНИКАЦИИ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;2460242115
347;2111000;2111999;1000;ООО "ТАКСТЕЛЕКОМ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;4501170000
347;2112000;2113999;2000;ООО "СИПАУТНЭТ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;5920032027
347;2114000;2115999;2000;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7709219099
347;2116000;2116999;1000;ООО "Манго Телеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2117000;2118999;2000;АО "МТТ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7705017253
347;2119000;2119999;1000;ООО "ИНТЕРНОД";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7733808377
347;2120000;2120998;999;ООО "Манго Телеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2130000;2130999;1000;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7709219099
347;2131000;2133999;3000;ООО "ИНТЕРНОД";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7733808377
347;2135000;2135999;1000;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7709219099
347;2140000;2140999;1000;ООО ИК "СИБИНТЕК";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7708119944
347;2144000;2144999;1000;ООО ИК "СИБИНТЕК";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7708119944
347;2145000;2148999;4000;АО "КВАНТУМ";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7825098536
347;2149000;2149599;600;ООО "ИНТЕРНОД";г. Уфа|Республика Башкортостан;г.о. город Уфа|Республика Башкортостан;7733808377
347;2149600;2149999;400;ООО "МОБИЛОН ТЕЛЕКОММУНИКАЦИИ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;2460242115
347;2150000;2150009;10;ООО "ФРОНТИР НЕТВОРК";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;5406978329
347;2150150;2150159;10;ООО "ФРОНТИР НЕТВОРК";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;5406978329
347;2150600;2150999;400;ООО "Манго Телеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2151000;2151999;1000;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2152000;2152999;1000;ООО "МАНГО ТЕЛЕКОМ";г.о. Уфа;г.о. город Уфа|Республика Башкортостан;7709501144
347;2153000;2154999;2000;ПАО "РОСТЕЛЕКОМ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2158000;2159999;2000;ООО "ИНТЕРНОД";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7733808377
347;2160000;2161606;1607;АО "УФАНЕТ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;0278109628
347;2161607;2161607;1;АО "УФАНЕТ";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;0278109628
347;2161608;2161817;210;АО "УФАНЕТ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;0278109628
347;2161818;2161818;1;АО "УФАНЕТ";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;0278109628
347;2161819;2163579;1761;АО "УФАНЕТ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;0278109628
347;2163580;2163580;1;АО "УФАНЕТ";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;0278109628
347;2163581;2165040;1460;АО "УФАНЕТ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;0278109628
347;2165041;2165041;1;АО "УФАНЕТ";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;0278109628
347;2165042;2169999;4958;АО "УФАНЕТ";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;0278109628
347;2170000;2199999;30000;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2210000;2220618;10619;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2220619;2220619;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2220620;2220678;59;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2220679;2220679;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2220680;2220718;39;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2220719;2220719;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2220720;2221369;650;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2221370;2221370;1;ПАО "Ростелеком";р-н Уфимский|Республика Башкортостан;м.р-н Уфимский|Республика Башкортостан;7707049388
347;2221371;2221418;48;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2221419;2221419;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2221420;2222061;642;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2222062;2222063;2;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2222064;2222064;1;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2222065;2222065;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2222066;2222078;13;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2222079;2222079;1;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2222080;2222092;13;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
347;2222093;2222098;6;ПАО "Ростелеком";г.о. город Уфа;г.о. город Уфа|Республика Башкортостан;7707049388
347;2222099;2222699;601;ПАО "БАШИНФОРМСВЯЗЬ";г. Уфа|Республика Башкортостан;г. Уфа|г.о. город Уфа|Республика Башкортостан;0274018377
